,고유번호,회사명,종목코드,수정일
2856,00143226,엠투엔,033310,20200901
2857,00918222,엘앤케이바이오,156100,20200901
2858,00876209,에듀파트너,208890,20200901
2859,01187865,앙츠,267810,20200901
2860,00480783,상신이디피,091580,20200901
2861,00156488,휴스틸,005010,20200805
2862,00765462,씨에스베어링,297090,20200805
2863,00399694,아프리카TV,067160,20200902
2864,00149345,조흥,002600,20200911
2865,01359815,윈텍,320000,20200807
2866,01067242,티씨엠생명과학,228180,20200807
2867,00155498,풍림산업,001310,20200828
2868,00219486,신세계I&C,035510,20200805
2869,01089855,해마로푸드서비스,220630,20200805
2870,01165739,잉글우드랩,950140,20200805
2871,01437292,미래에셋맵스리츠,357250,20200805
2872,01236532,와이즈버즈,273060,20200805
2873,00169048,넥스트사이언스,003580,20200810
2874,00990396,뿌리깊은나무들,266170,20200810
2875,00273439,메디아나,041920,20200916
2876,00167208,흥아해운,003280,20200810
2877,00120924,매일홀딩스,005990,20200810
2878,00194947,한전산업,130660,20200811
2879,00874195,코썬바이오,204990,20200811
2880,00238001,블루콤,033560,20200915
2881,00159218,한전KPS,051600,20200910
2882,00108940,대성홀딩스,016710,20200910
2883,01166109,예선테크,250930,20200831
2884,00371740,디스플레이텍,066670,20200831
2885,00255105,골드퍼시픽,038530,20200902
2886,00660750,하나머티리얼즈,166090,20200902
2887,01228515,지엔원에너지,270520,20200902
2888,00971090,샘코,263540,20200714
2889,00359474,제이웨이,058420,20200910
2890,01208885,경동도시가스,267290,20200914
2891,00208134,KNN,058400,20200904
2892,00601641,리드,197210,20200721
2893,00663289,위월드,140660,20200728
2894,00102760,두산건설,011160,20200730
2895,01205842,현대건설기계,267270,20200803
2896,00133238,성지건설,005980,20200812
2897,00415646,드림텍,192650,20200915
2898,00228059,휴온스글로벌,084110,20200915
2899,00400857,에이블씨엔씨,078520,20200915
2900,00156859,KTB투자증권,030210,20200818
2901,00939942,포시에스,189690,20200824
2902,00136925,신원종합개발,017000,20200603
2903,00608699,디엠티,134580,20200731
2904,00356927,에이디칩스,054630,20200731
2905,00112378,KR모터스,000040,20200731
2906,00540447,유니테스트,086390,20200731
2907,00116301,NI스틸,008260,20200731
2908,00209780,케이씨,029460,20200731
2909,01219155,네오크레마,311390,20200813
2910,00103626,한솔피엔에스,010420,20200813
2911,00449379,도이치모터스,067990,20200820
2912,00317210,성호전자,043260,20200616
2913,00155692,우리조명,037400,20200907
2914,00336817,메디포럼제약,047920,20200819
2915,00136341,신성통상,005390,20200612
2916,00843830,카이노스메드,220250,20200611
2917,00660033,씨엔플러스,115530,20200611
2918,00991298,씨이랩,189330,20200612
2919,00106623,현대위아,011210,20200922
2920,00522007,크리스에프앤씨,110790,20200604
2921,00249034,드림라인,035430,20200819
2922,00171867,에스씨디,042110,20200615
2923,00803425,코리아에프티,123410,20200616
2924,00508344,SK디앤디,210980,20200616
2925,00624509,디바이스이엔지,187870,20200616
2926,00117072,동양건설산업,005900,20200612
2927,00441304,가온미디어,078890,20200615
2928,00138598,아비코전자,036010,20200615
2929,00215976,UCI,038340,20200925
2930,00544452,이리츠코크렙,088260,20200928
2931,00151863,센트럴인사이트,012600,20200928
2932,00400121,유아이디,069330,20200928
2933,00765851,위더스제약,330350,20200928
2934,01395279,하나금융14호스팩,332710,20200928
2935,00115694,DB금융투자,016610,20200605
2936,00124090,한국특수형강,007280,20200608
2937,00767460,PI첨단소재,178920,20200608
2938,00303192,디에이피,066900,20200821
2939,00593032,LF,093050,20200617
2940,00389387,라임,065160,20200622
2941,00596260,투비소프트,079970,20200720
2942,00520610,씨큐브,101240,20200731
2943,00226352,케이엠더블유,032500,20200626
2944,00161426,한미사이언스,008930,20200929
2945,00138747,아세아텍,050860,20200929
2946,00455112,GV,045890,20200929
2947,00543204,아이오케이,078860,20200929
2948,00162832,한일단조,024740,20200710
2949,00100258,에스마크,030270,20200731
2950,00113614,대현,016090,20201008
2951,00245898,아래스,050320,20201012
2952,00174004,유성기업,002920,20200701
2953,00647935,하나유비에스암바토비니켈해외자원개발2호,099350,20200701
2954,00647883,하나유비에스암바토비니켈해외자원개발1호,099340,20200701
2955,01068348,러셀,217500,20200701
2956,01110474,에스씨엠생명과학,298060,20200701
2957,01263527,카이노스메드,284620,20200701
2958,01275665,리메드,302550,20200701
2959,00254045,우리은행,000030,20200908
2960,01014657,비즈니스온,138580,20200908
2961,01137897,SGA클라우드서비스,224880,20200929
2962,00587457,갤럭시아머니트리,094480,20200929
2963,01182408,소프트캠프,258790,20201006
2964,00130879,서울식품공업,004410,20200608
2965,00168331,국동,005320,20200616
2966,00447502,바이오톡스텍,086040,20200710
2967,00551920,네오팜,092730,20200713
2968,00159412,한국제지,002300,20200713
2969,00632845,노랑풍선,104620,20200713
2970,01413371,단디바이오,343090,20200713
2971,01026616,유투바이오,221800,20200713
2972,00246417,이오테크닉스,039030,20200731
2973,00409788,비에이치아이,083650,20200731
2974,00299358,해덕파워웨이,102210,20200731
2975,00303217,우진플라임,049800,20200731
2976,00652423,비티원,101140,20201013
2977,00103015,고려제약,014570,20200701
2978,01109937,티앤알바이오팹,246710,20200702
2979,01042650,큐리언트,115180,20200702
2980,00994994,나노,187790,20200702
2981,00486875,우양,103840,20200702
2982,00565215,굿센,243870,20200703
2983,00139685,양지사,030960,20200909
2984,00531865,유니테크노,241690,20201006
2985,01416572,한화플러스제1호스팩,340440,20201007
2986,00158316,NICE,034310,20200617
2987,00205687,글로스퍼랩스,032860,20200617
2988,01453670,엔에이치스팩16호,353190,20200617
2989,00816544,토니모리,214420,20200617
2990,00155258,포스코강판,058430,20200617
2991,00694942,이미지스,115610,20200619
2992,00978075,옐로페이,179720,20200619
2993,00806972,매직마이크로,127160,20200619
2994,01047707,바이오로그디바이스,208710,20200619
2995,01034730,크로넥스,215570,20200713
2996,01011872,엔에스엠,238170,20200713
2997,00378220,버킷스튜디오,066410,20200824
2998,00693651,비덴트,121800,20200824
2999,00650629,SBS미디어홀딩스,101060,20200706
3000,00665676,아시아경제,127710,20200706
3001,00606770,참좋은여행,094850,20200706
3002,00101257,경남기업,000800,20200909
3003,00527464,에이치시티,072990,20200909
3004,00120562,롯데지주,004990,20201012
3005,00233653,한국토지신탁,034830,20201012
3006,00533191,루미마이크로,082800,20201012
3007,00643656,조이맥스,101730,20201012
3008,00347877,이에스에이,052190,20200619
3009,00454399,이상네트웍스,080010,20200619
3010,01478712,대덕전자,353200,20200715
3011,01021666,덕산테코피아,317330,20200716
3012,01022902,애드바이오텍,179530,20200716
3013,00455875,와토스코리아,079000,20200828
3014,00145914,인터엠,017250,20200903
3015,00799177,삼기오토모티브,122350,20200903
3016,00152589,코리아나,027050,20200706
3017,00571483,오이솔루션,138080,20200909
3018,00667425,에이팩트,200470,20200909
3019,00331016,에프앤가이드,064850,20200721
3020,01073678,얼라인드,238120,20200904
3021,01335578,애니플러스,310200,20200904
3022,00128555,삼천리,004690,20200707
3023,00620868,아이티센,124500,20200707
3024,00267979,한일화학,007770,20200707
3025,00447609,비에이치,090460,20200707
3026,00523936,엘이티,297890,20200909
3027,00811372,노바렉스,194700,20200909
3028,00125080,AK홀딩스,006840,20200629
3029,00136101,메이슨캐피탈,021880,20200629
3030,00139454,애경산업,018250,20200629
3031,00369213,리노스,039980,20200629
3032,00555874,제주항공,089590,20200629
3033,00530413,코디엠,224060,20200629
3034,00936787,애경유화,161000,20200629
3035,00547510,툴젠,199800,20200629
3036,00191472,KPX케미칼,025000,20200722
3037,00297095,나라엠앤디,051490,20200722
3038,00107677,비비안,002070,20200804
3039,00313649,현대바이오,048410,20200804
3040,00618401,크루셜텍,114120,20200804
3041,01109690,도부마스크,227420,20200804
3042,01142400,이루다,164060,20200806
3043,01489648,솔브레인,357780,20200806
3044,00664853,제이씨케미칼,137950,20200909
3045,00226316,호전실업,111110,20200909
3046,00818472,이큐셀,160600,20200703
3047,01262032,롯데정보통신,286940,20200722
3048,00587466,KPX홀딩스,092230,20200722
3049,00166573,환인제약,016580,20200722
3050,00556712,힘스,238490,20200804
3051,00584362,넥스지,081970,20200806
3052,00762377,씨앗,103660,20200811
3053,00495086,픽셀플러스,087600,20200811
3054,00137058,신일제약,012790,20200820
3055,01179608,포인트엔지니어링,256630,20200710
3056,00185046,SM C&C,048550,20200710
3057,00148610,한화투자증권,003530,20200910
3058,00121507,무림SP,001810,20200910
3059,00136086,무림페이퍼,009200,20200910
3060,00872452,에이치엔티,176440,20200703
3061,01186671,바이오시네틱스,281310,20200707
3062,00375931,인선이엔티,060150,20200812
3063,00104519,국보,001140,20200813
3064,00660121,디에이테크놀로지,196490,20200813
3065,00136776,제이준코스메틱,025620,20200813
3066,01391103,브랜드엑스코퍼레이션,337930,20200813
3067,00218052,국제엘렉트릭코리아,053740,20200813
3068,00351375,뉴보텍,060260,20200820
3069,00122579,BYC,001460,20200907
3070,00533924,액트,131400,20200907
3071,00145686,이화산업,000760,20200907
3072,00808068,에이씨티,138360,20200907
3073,00159616,두산중공업,034020,20200907
3074,01113949,퓨전,195440,20200907
3075,01032486,두산밥캣,241560,20200907
3076,00222213,포트로닉스천안,039870,20200730
3077,00155382,바이오빌,065940,20200731
3078,01394377,이지스밸류플러스리츠,334890,20200818
3079,00175623,라이브플렉스,050120,20200818
3080,00299464,초록뱀,047820,20200818
3081,00364403,쏠리드,050890,20200910
3082,00109718,사조대림,003960,20200910
3083,00334624,팍스넷,038160,20200708
3084,00112332,미래에셋생명,085620,20200709
3085,00673976,지스마트글로벌,114570,20200709
3086,01061497,퓨쳐스트림네트웍스,214270,20200805
3087,00843900,육일씨엔에쓰,191410,20200806
3088,00143794,원림,005820,20200908
3089,01343735,데이드림엔터,348840,20200818
3090,00390408,에프앤리퍼블릭,064090,20200818
3091,00689418,지와이커머스,111820,20200818
3092,01144569,명성티엔에스,257370,20200818
3093,01416235,미투젠,950190,20200818
3094,00447982,에스피엠씨,074000,20200910
3095,00134510,세종공업,033530,20200911
3096,00133557,PN풍년,024940,20200911
3097,00552992,진매트릭스,109820,20200713
3098,00526836,미래나노텍,095500,20200713
3099,00141282,에이치디씨영창,001890,20200713
3100,01351822,한화에스비아이스팩,317320,20201007
3101,00350020,파인디앤씨,049120,20201007
3102,01391033,NH프라임리츠,338100,20200928
3103,00156442,한국가구,004590,20200902
3104,00102751,고려산업,002140,20200902
3105,01326279,아이엘사이언스,307180,20200902
3106,00101220,KG케미칼,001390,20201006
3107,00249502,더블유에프엠,035290,20201006
3108,00106395,금호전기,001210,20201006
3109,00162461,한화솔루션,009830,20201006
3110,00156895,아주IB투자,027360,20200902
3111,00141149,영진약품,003520,20200907
3112,01110182,이노테라피,246960,20200907
3113,00265324,CJ ENM,035760,20200908
3114,00138279,S-Oil,010950,20200908
3115,00937324,한국타이어앤테크놀로지,161390,20200908
3116,00110307,대선조선,031990,20201006
3117,00172945,동일철강,023790,20201006
3118,00133751,세명전기,017510,20201006
3119,00291860,조광ILI,044060,20201006
3120,00365624,광진윈텍,090150,20201006
3121,00591441,어보브반도체,102120,20201006
3122,00595182,아톤,158430,20200907
3123,00126089,대유플러스,000300,20200907
3124,00164742,현대자동차,005380,20200911
3125,00118266,DRB동일,004840,20201006
3126,01108442,에치에프알,230240,20201006
3127,00480950,이아이디,093230,20201006
3128,00905316,하이골드3호,153360,20200601
3129,00348292,한빛소프트,047080,20200601
3130,00954242,하이골드12호,172580,20200601
3131,00609485,웅진에너지,103130,20200601
3132,00986898,팜스빌,318010,20200909
3133,00159795,한국카본,017960,20200910
3134,00169215,에너토크,019990,20200602
3135,00220109,솔고바이오,043100,20200602
3136,00838962,알서포트,131370,20200602
3137,01190124,미디어젠,279600,20200615
3138,00137234,모베이스전자,012860,20200702
3139,00781202,뉴프라이드,900100,20200703
3140,01174038,자비스,254120,20200703
3141,01247918,한화에이스기업인수목적4호,279410,20200703
3142,00356802,큐렉소,060280,20200703
3143,00367695,대한그린파워,060900,20201007
3144,00160047,한국테크놀로지그룹,000240,20201008
3145,01188378,시스웍,269620,20201008
3146,00939331,한국콜마,161890,20201008
3147,01080252,넥스틴,348210,20201008
3148,00330424,이베스트투자증권,078020,20201008
3149,00402110,시큐브,131090,20200914
3150,00815095,우리이앤엘,153490,20200914
3151,01110076,솔트웍스,230980,20200929
3152,01099667,에스디생명공학,217480,20200721
3153,00131850,SK증권,001510,20200615
3154,00531078,유비온,084440,20200615
3155,00173661,에스지신성건설,001970,20200623
3156,00159102,DB손해보험,005830,20200709
3157,01257526,한국제6호기업인수목적,281410,20200727
3158,01214743,더네이쳐홀딩스,298540,20200727
3159,00113526,대한항공,003490,20201008
3160,00298270,안랩,053800,20201008
3161,00110893,대신증권,003540,20200722
3162,00109019,대구은행,005270,20200929
3163,00445054,하나마이크론,067310,20200701
3164,01105621,마이크로텍,227950,20200714
3165,00352718,소리바다,053110,20200714
3166,00408956,제넨바이오,072520,20201007
3167,01251577,휴네시온,290270,20201008
3168,00357935,HDC현대EP,089470,20201013
3169,00606886,엔지켐생명과학,183490,20200604
3170,00159005,생고뱅코리아홀딩스,002000,20200723
3171,00120289,제이에스티나,026040,20201016
3172,00201432,비츠로시스,054220,20201016
3173,00519252,THE E&M,089230,20201016
3174,00961507,이더블유케이,258610,20201016
3175,01032404,콜마비앤에이치,200130,20201016
3176,00297989,오르비텍,046120,20200604
3177,00611286,티케이씨,191600,20200604
3178,00360674,코위버,056360,20200604
3179,01051472,젠큐릭스,229000,20200625
3180,00545929,제넥신,095700,20200625
3181,00896753,스킨앤스킨,159910,20200701
3182,01160512,헝셩그룹,900270,20200707
3183,00995993,캔서롭,180400,20200626
3184,00364254,알티캐스트,085810,20200629
3185,00187770,한국파마,032300,20200810
3186,00608802,텔콘RF제약,200230,20200707
3187,00100939,강남제비스코,000860,20200806
3188,00203290,한국콜마홀딩스,024720,20200807
3189,00158307,롯데하이마트,071840,20200814
3190,00226547,오상자이엘,053980,20200814
3191,01350638,티티씨디펜스,309900,20200814
3192,00373447,서린바이오,038070,20200814
3193,00115612,동부건설,005960,20200814
3194,01067808,넵튠,217270,20200814
3195,00149354,종근당홀딩스,001630,20200814
3196,00185222,크린앤사이언스,045520,20200707
3197,00757816,모다,149940,20200710
3198,00258360,위지트,036090,20200818
3199,01344752,케어룸의료산업,327970,20200818
3200,00819073,인크로스,216050,20200818
3201,00372688,티사이언티픽,057680,20200826
3202,00173731,씨앤에스자산관리,032040,20200812
3203,00767628,나이벡,138610,20200813
3204,00126414,삼성제약,001360,20200820
3205,00147772,정원엔시스,045510,20200717
3206,00362201,세운메디칼,100700,20200717
3207,00599887,신텍,099660,20200720
3208,00688358,하이즈항공,221840,20200721
3209,00159573,한국주철관공업,000970,20200827
3210,00114093,덕성,004830,20200901
3211,00307897,신한카드,032710,20200910
3212,00190321,케이티,030200,20200910
3213,00188973,화일약품,061250,20200921
3214,00230036,드래곤플라이,030350,20200921
3215,01168684,스튜디오드래곤,253450,20200921
3216,01153105,비비씨,318410,20200921
3217,00108065,쎌마테라퓨틱스,015540,20200723
3218,01050738,솔트룩스,304100,20200723
3219,01419384,하나금융16호스팩,343510,20200723
3220,00164724,현대엘리베이터,017800,20200723
3221,00105271,케이씨씨,002380,20200803
3222,00172680,동국산업,005160,20200803
3223,00113544,대한화섬,003830,20200803
3224,00153393,태광산업,003240,20200803
3225,00579971,칩스앤미디어,094360,20200803
3226,01042775,만도,204320,20200803
3227,00793155,핸디소프트,220180,20200803
3228,01015160,와이팜,332570,20200803
3229,00245694,남화산업,111710,20200912
3230,00288495,홈센타홀딩스,060560,20200804
3231,00365590,에이치엘비생명과학,067630,20200804
3232,00364795,레드로버,060300,20200828
3233,00405278,KG모빌리언스,046440,20200828
3234,00441128,아리온,058220,20200828
3235,01450105,미래에셋대우스팩 5호,353490,20200828
3236,01035678,와이제이엠게임즈,193250,20200724
3237,00625942,아이원스,114810,20200724
3238,00287812,에코바이오,038870,20200731
3239,00220622,서호전기,065710,20200731
3240,00173351,삼진,032750,20200731
3241,00186559,콤텍시스템,031820,20200804
3242,00476036,에프엔에스테크,083500,20200814
3243,00899556,제룡산업,147830,20200814
